"SEX","GEO","UNIT","TIME","AGE","ICD10","Value","Flag and Footnotes"
"Total","Austria","Rate","2012","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","3.34",""
"Total","Austria","Rate","2012","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","0.4",""
"Total","Austria","Rate","2012","Total","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","2.94",""
"Total","Austria","Rate","2012","Total","Diseases of the genitourinary system (N00-N99)","19.81",""
"Total","Austria","Rate","2012","Total","Diseases of kidney and ureter","16.75",""
"Total","Austria","Rate","2012","Total","Other diseases of the genitourinary system (remainder of N00-N99)","3.06",""
"Total","Austria","Rate","2012","Total","Pregnancy, childbirth and the puerperium (O00-O99)","0.01",""
"Total","Austria","Rate","2012","Total","Certain conditions originating in the perinatal period (P00-P96)","1.66",""
"Total","Austria","Rate","2012","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","2.92",""
"Total","Austria","Rate","2012","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","11.82",""
"Total","Austria","Rate","2012","Total","Sudden infant death syndrome","0.18",""
"Total","Austria","Rate","2012","Total","Ill-defined and unknown causes of mortality","1.07",""
"Total","Austria","Rate","2012","Total","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","10.57",""
"Total","Austria","Rate","2012","Total","External causes of morbidity and mortality (V01-Y89)","55.82",""
"Total","Austria","Rate","2012","Total","Accidents (V01-X59, Y85, Y86)","34.12",""
"Total","Austria","Rate","2012","Total","Transport accidents (V01-V99, Y85)","7.05",""
"Total","Austria","Rate","2012","Total","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","14.63",""
"Total","Austria","Rate","2012","Total","Falls","11.45",""
"Total","Austria","Rate","2012","Total","Accidental drowning and submersion","0.71",""
"Total","Austria","Rate","2012","Total","Intentional self-harm","15.2",""
"Total","Austria","Rate","2012","Total","Accidental poisoning by and exposure to noxious substances","0.28",""
"Total","Austria","Rate","2012","Total","Assault","0.44",""
"Total","Austria","Rate","2012","Total","Event of undetermined intent","2.85",""
"Total","Austria","Rate","2012","Total","Other external causes of morbidity and mortality (remainder of V01-Y89)","3.2",""
"Total","Austria","Rate","2012","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","188.16",""
"Total","Austria","Rate","2012","Less than 65 years","Certain infectious and parasitic diseases (A00-B99)","2.47",""
"Total","Austria","Rate","2012","Less than 65 years","Tuberculosis","0.2",""
"Total","Austria","Rate","2012","Less than 65 years","Viral hepatitis and sequelae of viral hepatitis","1",""
"Total","Austria","Rate","2012","Less than 65 years","Human immunodeficiency virus [HIV] disease","0.41",""
"Total","Austria","Rate","2012","Less than 65 years","Other infectious and parasitic diseases (remainder of A00-B99)","0.86",""
"Total","Austria","Rate","2012","Less than 65 years","Neoplasms","74.91",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasms (C00-C97)","73.88",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of lip, oral cavity, pharynx","3.32",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of oesophagus","2.17",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of stomach","3.13",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","5.74",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of liver and intrahepatic bile ducts","3.37",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of pancreas","4.91",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of larynx","0.89",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of trachea, bronchus and lung","18.06",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant melanoma of skin","1.57",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of breast","6.45",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of cervix uteri","1.26",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of other parts of uterus","0.86",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of ovary","1.97",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of prostate","1.1",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of kidney, except renal pelvis","1.44",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of bladder","0.96",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of brain and central nervous system","3.54",""
"Total","Austria","Rate","2012","Less than 65 years","Malignant neoplasm of thyroid gland","0.12",""
"Total","Austria","Rate","2012","Less than 65 years","Hodgkin disease and lymphomas","1.73",""
"Total","Austria","Rate","2012","Less than 65 years","Other malignant neoplasm of lymphoid, haematopoietic and related tissue","0.87",""
"Total","Austria","Rate","2012","Less than 65 years","Leukaemia","2.3",""
"Total","Austria","Rate","2012","Less than 65 years","Other malignant neoplasms (remainder of C00-C97)","8.12",""
"Total","Austria","Rate","2012","Less than 65 years","Non-malignant neoplasms (benign and uncertain)","1.03",""
"Total","Austria","Rate","2012","Less than 65 years","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","0.5",""
"Total","Austria","Rate","2012","Less than 65 years","Endocrine, nutritional and metabolic diseases (E00-E90)","10.59",""
"Total","Austria","Rate","2012","Less than 65 years","Diabetes mellitus","3.89",""
"Total","Austria","Rate","2012","Less than 65 years","Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)","6.7",""
"Total","Austria","Rate","2012","Less than 65 years","Mental and behavioural disorders (F00-F99)","6.2",""
"Total","Austria","Rate","2012","Less than 65 years","Dementia","0.05",""
"Total","Austria","Rate","2012","Less than 65 years","Mental and behavioural disorders due to use of alcohol","3.06",""
"Total","Austria","Rate","2012","Less than 65 years","Drug dependence, toxicomania (F11-F16, F18-F19)","2.98",""
"Total","Austria","Rate","2012","Less than 65 years","Other mental and behavioural disorders (remainder of F00-F99)","0.11",""
"Total","Austria","Rate","2012","Less than 65 years","Diseases of the nervous system and the sense organs (G00-H95)","4.07",""
"Total","Austria","Rate","2012","Less than 65 years","Parkinson disease","0.15",""
"Total","Austria","Rate","2012","Less than 65 years","Alzheimer disease","0.08",""
"Total","Austria","Rate","2012","Less than 65 years","Other diseases of the nervous system and the sense organs (remainder of G00-H95)","3.84",""
"Total","Austria","Rate","2012","Less than 65 years","Diseases of the circulatory system (I00-I99)","34.63",""
"Total","Austria","Rate","2012","Less than 65 years","Ischaemic heart diseases","18.76",""
"Total","Austria","Rate","2012","Less than 65 years","Acute myocardial infarction including subsequent myocardial infarction","12.13",""
"Total","Austria","Rate","2012","Less than 65 years","Other ischaemic heart diseases","6.62",""
"Total","Austria","Rate","2012","Less than 65 years","Other heart diseases","5.6",""
"Total","Austria","Rate","2012","Less than 65 years","Cerebrovascular diseases","5.36",""
"Total","Austria","Rate","2012","Less than 65 years","Other diseases of the circulatory system (remainder of I00-I99)","4.92",""
"Total","Austria","Rate","2012","Less than 65 years","Diseases of the respiratory system (J00-J99)","5.46",""
"Total","Austria","Rate","2012","Less than 65 years","Influenza (including swine flu)","0.01",""
"Total","Austria","Rate","2012","Less than 65 years","Pneumonia","0.46",""
"Total","Austria","Rate","2012","Less than 65 years","Chronic lower respiratory diseases","4.38",""
"Total","Austria","Rate","2012","Less than 65 years","Asthma and status asthmaticus","0.3",""
"Total","Austria","Rate","2012","Less than 65 years","Other lower respiratory diseases","4.09",""
"Total","Austria","Rate","2012","Less than 65 years","Other diseases of the respiratory system (remainder of J00-J99)","0.6",""
"Total","Austria","Rate","2012","Less than 65 years","Diseases of the digestive system (K00-K93)","14.23",""
"Total","Austria","Rate","2012","Less than 65 years","Ulcer of stomach, duodenum and jejunum","0.31",""
"Total","Austria","Rate","2012","Less than 65 years","Chronic liver disease","11.17",""
"Total","Austria","Rate","2012","Less than 65 years","Other diseases of the digestive system (remainder of K00-K93)","2.75",""
"Total","Austria","Rate","2012","Less than 65 years","Diseases of the skin and subcutaneous tissue (L00-L99)","0.02",""
"Total","Austria","Rate","2012","Less than 65 years","Diseases of the musculoskeletal system and connective tissue (M00-M99)","0.73",""
"Total","Austria","Rate","2012","Less than 65 years","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","0.08",""
"Total","Austria","Rate","2012","Less than 65 years","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","0.66",""
"Total","Austria","Rate","2012","Less than 65 years","Diseases of the genitourinary system (N00-N99)","0.96",""
"Total","Austria","Rate","2012","Less than 65 years","Diseases of kidney and ureter","0.81",""
"Total","Austria","Rate","2012","Less than 65 years","Other diseases of the genitourinary system (remainder of N00-N99)","0.15",""
"Total","Austria","Rate","2012","Less than 65 years","Pregnancy, childbirth and the puerperium (O00-O99)","0.02",""
"Total","Austria","Rate","2012","Less than 65 years","Certain conditions originating in the perinatal period (P00-P96)","2.06",""
"Total","Austria","Rate","2012","Less than 65 years","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","3.03",""
"Total","Austria","Rate","2012","Less than 65 years","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","0.88",""
"Total","Austria","Rate","2012","Less than 65 years","Sudden infant death syndrome","0.22",""
"Total","Austria","Rate","2012","Less than 65 years","Ill-defined and unknown causes of mortality","0.59",""
"Total","Austria","Rate","2012","Less than 65 years","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","0.06",""
"Total","Austria","Rate","2012","Less than 65 years","External causes of morbidity and mortality (V01-Y89)","27.42",""
"Total","Austria","Rate","2012","Less than 65 years","Accidents (V01-X59, Y85, Y86)","12.14",""
"Total","Austria","Rate","2012","Less than 65 years","Transport accidents (V01-V99, Y85)","5.8",""
"Total","Austria","Rate","2012","Less than 65 years","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","3.27",""
"Total","Austria","Rate","2012","Less than 65 years","Falls","2.48",""
"Total","Austria","Rate","2012","Less than 65 years","Accidental drowning and submersion","0.38",""
"Total","Austria","Rate","2012","Less than 65 years","Intentional self-harm","11.45",""
"Total","Austria","Rate","2012","Less than 65 years","Accidental poisoning by and exposure to noxious substances","0.21",""
"Total","Austria","Rate","2012","Less than 65 years","Assault","0.43",""
"Total","Austria","Rate","2012","Less than 65 years","Event of undetermined intent","2.31",""
"Total","Austria","Rate","2012","Less than 65 years","Other external causes of morbidity and mortality (remainder of V01-Y89)","1.09",""
"Total","Austria","Rate","2013","Total","All causes of death (A00-Y89) excluding S00-T98","997.8",""
"Total","Austria","Rate","2013","Total","Certain infectious and parasitic diseases (A00-B99)","9.07",""
"Total","Austria","Rate","2013","Total","Tuberculosis","0.82",""
"Total","Austria","Rate","2013","Total","Viral hepatitis and sequelae of viral hepatitis","3.01",""
"Total","Austria","Rate","2013","Total","Human immunodeficiency virus [HIV] disease","0.58",""
"Total","Austria","Rate","2013","Total","Other infectious and parasitic diseases (remainder of A00-B99)","4.65",""
"Total","Austria","Rate","2013","Total","Neoplasms","258.15",""
"Total","Austria","Rate","2013","Total","Malignant neoplasms (C00-C97)","249.67",""
"Total","Austria","Rate","2013","Total","Malignant neoplasm of lip, oral cavity, pharynx","5.58",""
"Total","Austria","Rate","2013","Total","Malignant neoplasm of oesophagus","4.42",""
"Total","Austria","Rate","2013","Total","Malignant neoplasm of stomach","10.81",""
"Total","Austria","Rate","2013","Total","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","27.19",""
"Total","Austria","Rate","2013","Total","Malignant neoplasm of liver and intrahepatic bile ducts","11.15",""
"Total","Austria","Rate","2013","Total","Malignant neoplasm of pancreas","18.41",""
"Total","Austria","Rate","2013","Total","Malignant neoplasm of larynx","1.74",""
